ID;OBSERVACIONES;SEMANA;FECHA;PUNTO DE OBSERVACION;NOMBRE COMUN;NOMBRE CIENTIFICO;DENTRO DEL RADIO;FUERA DEL RADIO;NUMERO DE AVISTAMIENTO
305;52A03;5;31/5/2023;2A03;Oilbird;Steatornis caripensis;2;0;2
306;61A01;6;7/6/2023;1A01;Greater Ani;Crotophaga major;1;0;1
307;61A01;6;7/6/2023;1A01;Groove-billed Ani;Crotophaga sulcirostris;1;1;2
308;61A01;6;7/6/2023;1A01;Smooth-billed Ani;Crotophaga ani;1;1;2
309;61A01;6;7/6/2023;1A01;Banded Ground-Cuckoo;Neomorphus radiolosus;2;0;2
310;61A01;6;7/6/2023;1A01;Striped Cuckoo;Tapera naevia;2;0;2
311;61A01;6;7/6/2023;1A01;Blue Ground Dove;Claravis pretiosa;2;0;2
312;61A01;6;7/6/2023;1A01;Oilbird;Steatornis caripensis;1;0;1
313;61A01;6;7/6/2023;1A01;Scrub Nightjar;Nyctidromus anthonyi;2;1;3
314;61A02;6;7/6/2023;1A02;White-necked Jacobin;Florisuga mellivora;1;0;1
315;61A03;6;7/6/2023;1A03;Smooth-billed Ani;Crotophaga ani;1;0;1
316;61A04;6;7/6/2023;1A04;Dwarf Cuckoo;Coccycua pumila;1;1;2
317;61A05;6;7/6/2023;1A05;Oilbird;Steatornis caripensis;2;1;3
318;61A06;6;7/6/2023;1A06;Baudo Guan;Penelope ortoni;1;1;2
319;61A06;6;7/6/2023;1A06;Smooth-billed Ani;Crotophaga ani;2;1;3
320;61A06;6;7/6/2023;1A06;Dwarf Cuckoo;Coccycua pumila;2;1;3
321;61A06;6;7/6/2023;1A06;Squirrel Cuckoo;Piaya cayana;1;0;1
322;61A06;6;7/6/2023;1A06;White-chinned Swift;Cypseloides cryptus;3;1;4
323;61A07;6;7/6/2023;1A07;White-collared Swift;Streptoprocne zonaris;1;0;1
324;61A08;6;7/6/2023;1A08;White-collared Swift;Streptoprocne zonaris;1;0;1
325;61A08;6;7/6/2023;1A08;Little Cuckoo;Coccycua minuta;1;1;2
326;61A08;6;7/6/2023;1A08;Blue Ground Dove;Claravis pretiosa;1;1;2
327;61A08;6;7/6/2023;1A08;Oilbird;Steatornis caripensis;3;0;3
328;61A08;6;7/6/2023;1A08;Purple-bibbed Whitetip;Urosticte benjamini;1;1;2
329;61A08;6;7/6/2023;1A08;Smooth-billed Ani;Crotophaga ani;2;0;2
330;61A09;6;7/6/2023;1A09;Rufous-fronted Wood-Quail;Odontophorus erythrops;1;0;1
331;61A09;6;7/6/2023;1A09;Pearly-breasted Cuckoo;Coccyzus euleri;1;0;1
332;61A10;6;7/6/2023;1A10;Greater Ani;Crotophaga major;1;2;3
333;61A10;6;7/6/2023;1A10;Banded Ground-Cuckoo;Neomorphus radiolosus;2;0;2
334;61A10;6;7/6/2023;1A10;Crowned Woodnymph;Thalurania colombica;2;0;2
335;61A11;6;7/6/2023;1A11;Crowned Woodnymph;Thalurania colombica;1;1;2
336;61A12;6;7/6/2023;1A12;Gray-breasted Martin;Progne chalybea;2;1;3
337;61A12;6;7/6/2023;1A12;Chimney Swift;Chaetura pelagica;1;1;2
338;61A12;6;7/6/2023;1A12;Yellow-rumped Cacique;Cacicus cela;1;0;1
339;61A12;6;7/6/2023;1A12;Purple-bibbed Whitetip;Urosticte benjamini;2;1;3
340;61A12;6;7/6/2023;1A12;Oilbird;Steatornis caripensis;2;1;3
341;61A12;6;7/6/2023;1A12;Purple-bibbed Whitetip;Urosticte benjamini;2;0;2
342;61A12;6;7/6/2023;1A12;White-chinned Swift;Cypseloides cryptus;2;0;2
343;61A12;6;7/6/2023;1A12;Rufous-fronted Wood-Quail;Odontophorus erythrops;1;1;2
344;61A12;6;7/6/2023;1A12;Blue Ground Dove;Claravis pretiosa;2;1;3
345;61A12;6;7/6/2023;1A12;Baudo Guan;Penelope ortoni;1;1;2
346;62A01;6;7/6/2023;2A01;Crowned Woodnymph;Thalurania colombica;2;0;2
347;62A01;6;7/6/2023;2A01;Scrub Nightjar;Nyctidromus anthonyi;2;0;2
348;62A01;6;7/6/2023;2A01;White-necked Jacobin;Florisuga mellivora;2;0;2
349;62A01;6;7/6/2023;2A01;Little Cuckoo;Coccycua minuta;2;0;2
350;62A01;6;7/6/2023;2A01;Greater Ani;Crotophaga major;2;0;2
351;62A01;6;7/6/2023;2A01;Crowned Woodnymph;Thalurania colombica;1;0;1
352;62A01;6;7/6/2023;2A01;Scrub Nightjar;Nyctidromus anthonyi;2;0;2
353;62A01;6;7/6/2023;2A01;Oilbird;Steatornis caripensis;1;0;1
354;62A01;6;7/6/2023;2A01;Common Pauraque;Nyctidromus albicollis;2;0;2
355;62A01;6;7/6/2023;2A01;Purple-bibbed Whitetip;Urosticte benjamini;2;1;3
356;62A01;6;7/6/2023;2A01;Dwarf Cuckoo;Coccycua pumila;2;0;2
357;62A02;6;7/6/2023;2A02;Banded Ground-Cuckoo;Neomorphus radiolosus;1;1;2
358;62A02;6;7/6/2023;2A02;White-collared Swift;Streptoprocne zonaris;1;0;1
359;62A02;6;7/6/2023;2A02;Common Nighthawk;Chordeiles minor;3;1;4
360;62A02;6;7/6/2023;2A02;Purple-bibbed Whitetip;Urosticte benjamini;1;1;2
361;62A02;6;7/6/2023;2A02;Chimney Swift;Chaetura pelagica;1;1;2
362;62A02;6;7/6/2023;2A02;Banded Ground-Cuckoo;Neomorphus radiolosus;2;0;2
363;62A02;6;7/6/2023;2A02;Squirrel Cuckoo;Piaya cayana;2;0;2
364;62A02;6;7/6/2023;2A02;Purple-bibbed Whitetip;Urosticte benjamini;2;1;3
365;62A02;6;7/6/2023;2A02;Rufous-headed Chachalaca;Ortalis erythroptera;2;1;3
366;62A02;6;7/6/2023;2A02;Gray-breasted Martin;Progne chalybea;2;0;2
367;62A03;6;7/6/2023;2A03;Black Vulture;Coragyps atratus;2;0;2
368;62A03;6;7/6/2023;2A03;Groove-billed Ani;Crotophaga sulcirostris;2;1;3
369;71A01;7;14/6/2023;1A01;White-collared Swift;Streptoprocne zonaris;2;1;3
370;71A01;7;14/6/2023;1A01;White-chinned Swift;Cypseloides cryptus;2;1;3
371;71A01;7;14/6/2023;1A01;Rufous-fronted Wood-Quail;Odontophorus erythrops;1;1;2
372;71A01;7;14/6/2023;1A01;Gray-breasted Martin;Progne chalybea;2;1;3
373;71A01;7;14/6/2023;1A01;Chimney Swift;Chaetura pelagica;1;0;1
374;71A02;7;14/6/2023;1A02;Pearly-breasted Cuckoo;Coccyzus euleri;1;1;2
375;71A02;7;14/6/2023;1A02;Rufous-headed Chachalaca;Ortalis erythroptera;1;1;2
376;71A02;7;14/6/2023;1A02;Oilbird;Steatornis caripensis;2;1;3
377;71A03;7;14/6/2023;1A03;Hook-billed Kite;Chondrohierax uncinatus;3;1;4
378;71A04;7;14/6/2023;1A04;Little Cuckoo;Coccycua minuta;2;0;2
379;71A05;7;14/6/2023;1A05;Pearly-breasted Cuckoo;Coccyzus euleri;2;1;3
380;71A05;7;14/6/2023;1A05;Baudo Guan;Penelope ortoni;1;0;1
381;71A05;7;14/6/2023;1A05;Oilbird;Steatornis caripensis;1;0;1
382;71A05;7;14/6/2023;1A05;Greater Ani;Crotophaga major;1;1;2
383;71A05;7;14/6/2023;1A05;House Sparrow;Passer domesticus;1;0;1
384;71A05;7;14/6/2023;1A05;Pale-vented Pigeon;Patagioenas cayennensis;1;0;1
385;71A06;7;14/6/2023;1A06;Little Cuckoo;Coccycua minuta;1;1;2
386;71A08;7;14/6/2023;1A08;Dwarf Cuckoo;Coccycua pumila;2;1;3
387;71A09;7;14/6/2023;1A09;Purple-bibbed Whitetip;Urosticte benjamini;2;0;2
388;71A09;7;14/6/2023;1A09;Lesser Nighthawk;Chordeiles acutipennis;2;0;2
389;71A09;7;14/6/2023;1A09;Banded Ground-Cuckoo;Neomorphus radiolosus;1;1;2
390;71A10;7;14/6/2023;1A10;Crowned Woodnymph;Thalurania colombica;1;1;2
391;71A10;7;14/6/2023;1A10;Black Vulture;Coragyps atratus;2;0;2
392;71A10;7;14/6/2023;1A10;Chimney Swift;Chaetura pelagica;2;0;2
393;71A10;7;14/6/2023;1A10;Common Nighthawk;Chordeiles minor;1;0;1
394;71A10;7;14/6/2023;1A10;Lesser Nighthawk;Chordeiles acutipennis;1;0;1
395;71A10;7;14/6/2023;1A10;Black Vulture;Coragyps atratus;2;1;3
396;71A10;7;14/6/2023;1A10;White-chinned Swift;Cypseloides cryptus;2;0;2
397;71A10;7;14/6/2023;1A10;Lesser Nighthawk;Chordeiles acutipennis;1;1;2
398;71A10;7;14/6/2023;1A10;Baudo Guan;Penelope ortoni;1;0;1
399;71A10;7;14/6/2023;1A10;White-necked Jacobin;Florisuga mellivora;1;0;1
400;71A11;7;14/6/2023;1A11;Greater Ani;Crotophaga major;1;1;2
401;71A12;7;14/6/2023;1A12;Black Vulture;Coragyps atratus;2;0;2
402;72A01;7;14/6/2023;2A01;Crowned Woodnymph;Thalurania colombica;2;0;2
403;72A01;7;14/6/2023;2A01;Little Cuckoo;Coccycua minuta;1;0;1
404;72A01;7;14/6/2023;2A01;Common Pauraque;Nyctidromus albicollis;3;0;3
405;72A01;7;14/6/2023;2A01;Groove-billed Ani;Crotophaga sulcirostris;1;1;2
406;72A01;7;14/6/2023;2A01;Dwarf Cuckoo;Coccycua pumila;1;0;1
407;72A02;7;14/6/2023;2A02;Pearly-breasted Cuckoo;Coccyzus euleri;1;1;2
408;72A03;7;14/6/2023;2A03;Chimney Swift;Chaetura pelagica;2;0;2
409;72A03;7;14/6/2023;2A03;Pale-vented Pigeon;Patagioenas cayennensis;2;1;3
410;72A03;7;14/6/2023;2A03;White-collared Swift;Streptoprocne zonaris;1;0;1
411;72A03;7;14/6/2023;2A03;Black Vulture;Coragyps atratus;2;0;2
412;72A03;7;14/6/2023;2A03;Baudo Guan;Penelope ortoni;1;1;2
413;72A03;7;14/6/2023;2A03;Groove-billed Ani;Crotophaga sulcirostris;1;0;1
414;81A01;8;21/6/2023;1A01;Purple-bibbed Whitetip;Urosticte benjamini;1;1;2
415;81A01;8;21/6/2023;1A01;Greater Ani;Crotophaga major;2;1;3
416;81A01;8;21/6/2023;1A01;Banded Ground-Cuckoo;Neomorphus radiolosus;2;1;3
417;81A01;8;21/6/2023;1A01;Rufous-headed Chachalaca;Ortalis erythroptera;2;0;2
418;81A01;8;21/6/2023;1A01;Baudo Guan;Penelope ortoni;2;0;2
419;81A01;8;21/6/2023;1A01;Oilbird;Steatornis caripensis;2;0;2
420;81A01;8;21/6/2023;1A01;House Sparrow;Passer domesticus;2;1;3
421;81A01;8;21/6/2023;1A01;Squirrel Cuckoo;Piaya cayana;2;0;2
422;81A02;8;21/6/2023;1A02;Gray-breasted Martin;Progne chalybea;1;0;1
423;81A03;8;21/6/2023;1A03;Lesser Nighthawk;Chordeiles acutipennis;1;1;2
424;81A05;8;21/6/2023;1A05;Lesser Nighthawk;Chordeiles acutipennis;2;0;2
425;81A05;8;21/6/2023;1A05;White-collared Swift;Streptoprocne zonaris;1;1;2
426;81A06;8;21/6/2023;1A06;Striped Cuckoo;Tapera naevia;1;0;1
427;81A06;8;21/6/2023;1A06;White-necked Jacobin;Florisuga mellivora;2;1;3
428;81A06;8;21/6/2023;1A06;Purple-bibbed Whitetip;Urosticte benjamini;2;1;3
429;81A06;8;21/6/2023;1A06;Oilbird;Steatornis caripensis;1;0;1
430;81A06;8;21/6/2023;1A06;White-collared Swift;Streptoprocne zonaris;1;1;2
431;81A06;8;21/6/2023;1A06;Groove-billed Ani;Crotophaga sulcirostris;2;0;2
432;81A06;8;21/6/2023;1A06;Chimney Swift;Chaetura pelagica;1;0;1
433;81A06;8;21/6/2023;1A06;Lesser Nighthawk;Chordeiles acutipennis;2;1;3
434;81A06;8;21/6/2023;1A06;Rufous-headed Chachalaca;Ortalis erythroptera;1;1;2
435;81A07;8;21/6/2023;1A07;Purple-bibbed Whitetip;Urosticte benjamini;1;1;2
436;81A08;8;21/6/2023;1A08;Banded Ground-Cuckoo;Neomorphus radiolosus;1;1;2
437;81A09;8;21/6/2023;1A09;Dwarf Cuckoo;Coccycua pumila;1;0;1
438;81A10;8;21/6/2023;1A10;Little Cuckoo;Coccycua minuta;1;0;1
439;81A10;8;21/6/2023;1A10;Rufous-fronted Wood-Quail;Odontophorus erythrops;0;1;1
440;81A10;8;21/6/2023;1A10;Squirrel Cuckoo;Piaya cayana;2;1;3
441;81A10;8;21/6/2023;1A10;White-necked Jacobin;Florisuga mellivora;2;0;2
442;81A10;8;21/6/2023;1A10;Baudo Guan;Penelope ortoni;2;1;3
443;81A10;8;21/6/2023;1A10;Yellow-rumped Cacique;Cacicus cela;2;0;2
444;81A10;8;21/6/2023;1A10;Pale-vented Pigeon;Patagioenas cayennensis;1;1;2
445;81A11;8;21/6/2023;1A11;Common Nighthawk;Chordeiles minor;1;0;1
446;81A11;8;21/6/2023;1A11;Lesser Nighthawk;Chordeiles acutipennis;2;0;2
447;81A11;8;21/6/2023;1A11;Smooth-billed Ani;Crotophaga ani;2;1;3
448;81A11;8;21/6/2023;1A11;Chimney Swift;Chaetura pelagica;1;0;1
449;81A11;8;21/6/2023;1A11;House Sparrow;Passer domesticus;2;1;3
450;81A12;8;21/6/2023;1A12;Lesser Nighthawk;Chordeiles acutipennis;1;0;1
451;82A01;8;21/6/2023;2A01;Crowned Woodnymph;Thalurania colombica;1;1;2
452;82A01;8;21/6/2023;2A01;Chimney Swift;Chaetura pelagica;2;0;2
453;82A01;8;21/6/2023;2A01;Dwarf Cuckoo;Coccycua pumila;1;0;1
454;82A01;8;21/6/2023;2A01;Baudo Guan;Penelope ortoni;2;0;2
455;82A01;8;21/6/2023;2A01;Pearly-breasted Cuckoo;Coccyzus euleri;2;0;2
456;82A01;8;21/6/2023;2A01;Pearly-breasted Cuckoo;Coccyzus euleri;1;0;1
457;82A01;8;21/6/2023;2A01;Black Vulture;Coragyps atratus;2;1;3
458;82A01;8;21/6/2023;2A01;Pale-vented Pigeon;Patagioenas cayennensis;1;0;1
459;82A01;8;21/6/2023;2A01;Lesser Nighthawk;Chordeiles acutipennis;2;0;2
460;82A02;8;21/6/2023;2A02;Baudo Guan;Penelope ortoni;2;0;2
461;82A02;8;21/6/2023;2A02;Groove-billed Ani;Crotophaga sulcirostris;2;0;2
462;82A02;8;21/6/2023;2A02;Crowned Woodnymph;Thalurania colombica;2;0;2
463;82A02;8;21/6/2023;2A02;Baudo Guan;Penelope ortoni;2;1;3
464;82A02;8;21/6/2023;2A02;Striped Cuckoo;Tapera naevia;1;0;1
465;82A02;8;21/6/2023;2A02;Scrub Nightjar;Nyctidromus anthonyi;2;0;2
466;82A02;8;21/6/2023;2A02;Scrub Nightjar;Nyctidromus anthonyi;2;0;2
467;82A02;8;21/6/2023;2A02;Little Cuckoo;Coccycua minuta;2;1;3
468;82A03;8;21/6/2023;2A03;Hook-billed Kite;Chondrohierax uncinatus;1;1;2
469;82A03;8;21/6/2023;2A03;White-chinned Swift;Cypseloides cryptus;2;1;3
470;82A03;8;21/6/2023;2A03;Little Cuckoo;Coccycua minuta;1;0;1
471;82A03;8;21/6/2023;2A03;Rufous-headed Chachalaca;Ortalis erythroptera;1;1;2
472;82A03;8;21/6/2023;2A03;Squirrel Cuckoo;Piaya cayana;1;1;2
473;82A03;8;21/6/2023;2A03;Squirrel Cuckoo;Piaya cayana;2;1;3
474;82A03;8;21/6/2023;2A03;Banded Ground-Cuckoo;Neomorphus radiolosus;2;0;2
475;82A03;8;21/6/2023;2A03;Yellow-rumped Cacique;Cacicus cela;2;0;2
476;82A03;8;21/6/2023;2A03;Pearly-breasted Cuckoo;Coccyzus euleri;2;0;2
477;91A01;9;28/6/2023;1A01;Oilbird;Steatornis caripensis;2;1;3
478;91A01;9;28/6/2023;1A01;White-chinned Swift;Cypseloides cryptus;1;1;2
479;91A01;9;28/6/2023;1A01;House Sparrow;Passer domesticus;2;0;2
480;91A01;9;28/6/2023;1A01;Baudo Guan;Penelope ortoni;1;1;2
481;91A01;9;28/6/2023;1A01;Scrub Nightjar;Nyctidromus anthonyi;2;1;3
482;91A01;9;28/6/2023;1A01;Pale-vented Pigeon;Patagioenas cayennensis;2;1;3
483;91A01;9;28/6/2023;1A01;Yellow-rumped Cacique;Cacicus cela;2;1;3
484;91A02;9;28/6/2023;1A02;White-collared Swift;Streptoprocne zonaris;1;0;1
485;91A03;9;28/6/2023;1A03;Rufous-headed Chachalaca;Ortalis erythroptera;2;1;3
486;91A04;9;28/6/2023;1A04;Smooth-billed Ani;Crotophaga ani;2;1;3
487;91A04;9;28/6/2023;1A04;White-necked Jacobin;Florisuga mellivora;1;0;1
488;91A05;9;28/6/2023;1A05;Groove-billed Ani;Crotophaga sulcirostris;2;2;4
489;91A05;9;28/6/2023;1A05;Banded Ground-Cuckoo;Neomorphus radiolosus;2;1;3
490;91A05;9;28/6/2023;1A05;Rufous-fronted Wood-Quail;Odontophorus erythrops;2;1;3
491;91A05;9;28/6/2023;1A05;Common Pauraque;Nyctidromus albicollis;2;1;3
492;91A05;9;28/6/2023;1A05;Dwarf Cuckoo;Coccycua pumila;2;1;3
493;91A05;9;28/6/2023;1A05;Hook-billed Kite;Chondrohierax uncinatus;1;1;2
494;91A05;9;28/6/2023;1A05;Rufous-fronted Wood-Quail;Odontophorus erythrops;1;0;1
495;91A05;9;28/6/2023;1A05;Groove-billed Ani;Crotophaga sulcirostris;1;1;2
496;91A05;9;28/6/2023;1A05;Pearly-breasted Cuckoo;Coccyzus euleri;2;0;2
497;91A05;9;28/6/2023;1A05;White-chinned Swift;Cypseloides cryptus;1;1;2
498;91A05;9;28/6/2023;1A05;Squirrel Cuckoo;Piaya cayana;1;0;1
499;91A06;9;28/6/2023;1A06;Chimney Swift;Chaetura pelagica;2;1;3
500;91A06;9;28/6/2023;1A06;Yellow-rumped Cacique;Cacicus cela;1;0;1
501;91A06;9;28/6/2023;1A06;Lesser Nighthawk;Chordeiles acutipennis;1;0;1
502;91A06;9;28/6/2023;1A06;Blue Ground Dove;Claravis pretiosa;1;1;2
503;91A06;9;28/6/2023;1A06;Crowned Woodnymph;Thalurania colombica;2;0;2
504;91A06;9;28/6/2023;1A06;Black Vulture;Coragyps atratus;2;1;3
505;91A07;9;28/6/2023;1A07;Little Cuckoo;Coccycua minuta;0;1;1
506;91A08;9;28/6/2023;1A08;Lesser Nighthawk;Chordeiles acutipennis;1;1;2
507;91A08;9;28/6/2023;1A08;Squirrel Cuckoo;Piaya cayana;1;0;1
508;91A09;9;28/6/2023;1A09;Purple-bibbed Whitetip;Urosticte benjamini;1;0;1
509;91A10;9;28/6/2023;1A10;Common Pauraque;Nyctidromus albicollis;1;1;2
510;91A11;9;28/6/2023;1A11;Smooth-billed Ani;Crotophaga ani;2;0;2
511;91A12;9;28/6/2023;1A12;Yellow-rumped Cacique;Cacicus cela;2;0;2
512;91A13;9;28/6/2023;1A13;Dwarf Cuckoo;Coccycua pumila;1;0;1
513;91A14;9;28/6/2023;1A14;White-necked Jacobin;Florisuga mellivora;2;1;3
514;91A15;9;28/6/2023;1A15;Squirrel Cuckoo;Piaya cayana;1;1;2
515;91A16;9;28/6/2023;1A16;Smooth-billed Ani;Crotophaga ani;1;1;2
516;91A16;9;28/6/2023;1A16;Gray-breasted Martin;Progne chalybea;2;0;2
517;91A16;9;28/6/2023;1A16;White-collared Swift;Streptoprocne zonaris;1;1;2
518;91A16;9;28/6/2023;1A16;Smooth-billed Ani;Crotophaga ani;1;0;1
519;91A11;9;28/6/2023;1A11;White-necked Jacobin;Florisuga mellivora;2;0;2
520;91A11;9;28/6/2023;1A11;Crowned Woodnymph;Thalurania colombica;2;1;3
521;91A12;9;28/6/2023;1A12;Pearly-breasted Cuckoo;Coccyzus euleri;2;0;2
522;91A12;9;28/6/2023;1A12;Yellow-rumped Cacique;Cacicus cela;2;0;2
523;91A12;9;28/6/2023;1A12;House Sparrow;Passer domesticus;2;1;3
524;91A12;9;28/6/2023;1A12;House Sparrow;Passer domesticus;2;1;3
525;91A12;9;28/6/2023;1A12;Gray-breasted Martin;Progne chalybea;2;1;3
526;91A12;9;28/6/2023;1A12;Baudo Guan;Penelope ortoni;1;0;1
527;92A01;9;28/6/2023;2A01;Dwarf Cuckoo;Coccycua pumila;2;0;2
528;92A01;9;28/6/2023;2A01;Gray-breasted Martin;Progne chalybea;1;0;1
529;92A01;9;28/6/2023;2A01;House Sparrow;Passer domesticus;1;0;1
530;92A01;9;28/6/2023;2A01;Banded Ground-Cuckoo;Neomorphus radiolosus;2;1;3
531;92A01;9;28/6/2023;2A01;Common Nighthawk;Chordeiles minor;1;0;1
532;92A01;9;28/6/2023;2A01;Common Pauraque;Nyctidromus albicollis;2;1;3
533;92A01;9;28/6/2023;2A01;White-collared Swift;Streptoprocne zonaris;2;0;2
534;92A01;9;28/6/2023;2A01;Banded Ground-Cuckoo;Neomorphus radiolosus;2;0;2
535;92A02;9;28/6/2023;2A02;Squirrel Cuckoo;Piaya cayana;2;1;3
536;92A02;9;28/6/2023;2A02;White-chinned Swift;Cypseloides cryptus;2;0;2
537;92A02;9;28/6/2023;2A02;Baudo Guan;Penelope ortoni;1;1;2
538;92A03;9;28/6/2023;2A03;Black Vulture;Coragyps atratus;1;2;3
539;92A03;9;28/6/2023;2A03;Rufous-headed Chachalaca;Ortalis erythroptera;1;0;1
540;92A03;9;28/6/2023;2A03;Black Vulture;Coragyps atratus;1;0;1
541;92A03;9;28/6/2023;2A03;Scrub Nightjar;Nyctidromus anthonyi;1;0;1
542;92A03;9;28/6/2023;2A03;Purple-bibbed Whitetip;Urosticte benjamini;1;0;1
543;92A03;9;28/6/2023;2A03;White-necked Jacobin;Florisuga mellivora;2;0;2
544;101A01;10;5/7/2023;1A01;White-chinned Swift;Cypseloides cryptus;2;1;3
545;101A01;10;5/7/2023;1A01;White-necked Jacobin;Florisuga mellivora;2;1;3
546;101A01;10;5/7/2023;1A01;White-collared Swift;Streptoprocne zonaris;1;0;1
547;101A01;10;5/7/2023;1A01;Chimney Swift;Chaetura pelagica;2;1;3
548;101A01;10;5/7/2023;1A01;Chimney Swift;Chaetura pelagica;2;0;2
549;101A01;10;5/7/2023;1A01;Common Nighthawk;Chordeiles minor;2;0;2
550;101A01;10;5/7/2023;1A01;Pale-vented Pigeon;Patagioenas cayennensis;1;0;1
551;101A01;10;5/7/2023;1A01;Pearly-breasted Cuckoo;Coccyzus euleri;1;1;2
552;101A02;10;5/7/2023;1A02;White-necked Jacobin;Florisuga mellivora;2;1;3
553;101A03;10;5/7/2023;1A03;Yellow-rumped Cacique;Cacicus cela;2;1;3
554;101A04;10;5/7/2023;1A04;Groove-billed Ani;Crotophaga sulcirostris;2;0;2
555;101A05;10;5/7/2023;1A05;Baudo Guan;Penelope ortoni;1;0;1
556;101A06;10;5/7/2023;1A06;Lesser Nighthawk;Chordeiles acutipennis;1;0;1
557;101A06;10;5/7/2023;1A06;Scrub Nightjar;Nyctidromus anthonyi;2;2;4
558;101A06;10;5/7/2023;1A06;Lesser Nighthawk;Chordeiles acutipennis;2;0;2
559;101A06;10;5/7/2023;1A06;Greater Ani;Crotophaga major;1;1;2
560;101A06;10;5/7/2023;1A06;Rufous-headed Chachalaca;Ortalis erythroptera;2;1;3
561;101A07;10;5/7/2023;1A07;Little Cuckoo;Coccycua minuta;2;1;3
562;101A08;10;5/7/2023;1A08;White-necked Jacobin;Florisuga mellivora;2;0;2
563;101A08;10;5/7/2023;1A08;Hook-billed Kite;Chondrohierax uncinatus;1;0;1
564;101A08;10;5/7/2023;1A08;Scrub Nightjar;Nyctidromus anthonyi;1;2;3
565;101A08;10;5/7/2023;1A08;Striped Cuckoo;Tapera naevia;2;0;2
566;101A08;10;5/7/2023;1A08;Striped Cuckoo;Tapera naevia;2;1;3
567;101A08;10;5/7/2023;1A08;Gray-breasted Martin;Progne chalybea;1;1;2
568;101A09;10;5/7/2023;1A09;Dwarf Cuckoo;Coccycua pumila;2;0;2
569;101A09;10;5/7/2023;1A09;Groove-billed Ani;Crotophaga sulcirostris;1;0;1
570;101A10;10;5/7/2023;1A10;White-necked Jacobin;Florisuga mellivora;1;0;1
571;101A10;10;5/7/2023;1A10;House Sparrow;Passer domesticus;2;0;2
572;101A10;10;5/7/2023;1A10;Rufous-headed Chachalaca;Ortalis erythroptera;1;0;1
573;101A11;10;5/7/2023;1A11;Smooth-billed Ani;Crotophaga ani;1;1;2
574;101A12;10;5/7/2023;1A12;White-collared Swift;Streptoprocne zonaris;1;1;2
575;101A12;10;5/7/2023;1A12;Pale-vented Pigeon;Patagioenas cayennensis;1;0;1
576;101A12;10;5/7/2023;1A12;Oilbird;Steatornis caripensis;1;0;1
577;101A12;10;5/7/2023;1A12;Yellow-rumped Cacique;Cacicus cela;1;1;2
578;101A12;10;5/7/2023;1A12;Common Pauraque;Nyctidromus albicollis;2;1;3
579;101A12;10;5/7/2023;1A12;Oilbird;Steatornis caripensis;2;0;2
580;101A12;10;5/7/2023;1A12;White-collared Swift;Streptoprocne zonaris;2;1;3
581;101A12;10;5/7/2023;1A12;Gray-breasted Martin;Progne chalybea;1;0;1
582;101A12;10;5/7/2023;1A12;White-collared Swift;Streptoprocne zonaris;1;1;2
583;101A12;10;5/7/2023;1A12;Common Pauraque;Nyctidromus albicollis;2;1;3
584;102A01;10;5/7/2023;2A01;Dwarf Cuckoo;Coccycua pumila;1;1;2
585;102A01;10;5/7/2023;2A01;White-necked Jacobin;Florisuga mellivora;1;1;2
586;102A01;10;5/7/2023;2A01;Smooth-billed Ani;Crotophaga ani;2;1;3
587;102A01;10;5/7/2023;2A01;White-necked Jacobin;Florisuga mellivora;1;1;2
588;102A01;10;5/7/2023;2A01;Crowned Woodnymph;Thalurania colombica;1;0;1
589;102A01;10;5/7/2023;2A01;Common Pauraque;Nyctidromus albicollis;1;0;1
590;102A01;10;5/7/2023;2A01;White-collared Swift;Streptoprocne zonaris;2;1;3
591;102A01;10;5/7/2023;2A01;Purple-bibbed Whitetip;Urosticte benjamini;3;0;3
592;102A01;10;5/7/2023;2A01;White-necked Jacobin;Florisuga mellivora;1;0;1
593;102A01;10;5/7/2023;2A01;Smooth-billed Ani;Crotophaga ani;1;1;2
594;102A01;10;5/7/2023;2A01;Common Pauraque;Nyctidromus albicollis;2;1;3
595;102A02;10;5/7/2023;2A02;Chimney Swift;Chaetura pelagica;2;0;2
596;102A02;10;5/7/2023;2A02;Crowned Woodnymph;Thalurania colombica;2;0;2
597;102A02;10;5/7/2023;2A02;Little Cuckoo;Coccycua minuta;2;0;2
598;102A02;10;5/7/2023;2A02;Yellow-rumped Cacique;Cacicus cela;2;0;2
599;102A02;10;5/7/2023;2A02;Common Nighthawk;Chordeiles minor;1;0;1
600;102A02;10;5/7/2023;2A02;Squirrel Cuckoo;Piaya cayana;1;1;2
601;102A02;10;5/7/2023;2A02;Lesser Nighthawk;Chordeiles acutipennis;2;1;3
602;102A02;10;5/7/2023;2A02;Greater Ani;Crotophaga major;1;1;2
603;102A02;10;5/7/2023;2A02;Dwarf Cuckoo;Coccycua pumila;1;0;1
604;102A02;10;5/7/2023;2A02;Pearly-breasted Cuckoo;Coccyzus euleri;2;0;2
605;102A03;10;5/7/2023;2A03;Chimney Swift;Chaetura pelagica;1;0;1
606;102A03;10;5/7/2023;2A03;Striped Cuckoo;Tapera naevia;2;1;3
607;101A01;10;5/7/2023;1A01;Baudo Guan;Penelope ortoni;1;1;2
608;101A01;10;5/7/2023;1A01;Rufous-fronted Wood-Quail;Odontophorus erythrops;3;2;5
609;101A01;10;5/7/2023;1A01;Chimney Swift;Chaetura pelagica;2;1;3
